The humor in this book is right up my alley.,Юмор в этой книге мне очень по душе.,L’humour de ce livre me convient parfaitement.,,
I'm starting a reading journal to keep track of all the books I'm reading.,"Я начинаю вести читательский дневник, чтобы отслеживать все прочитанные мной книги.",Je commence un journal de lecture pour garder une trace de tous les livres que je lis.,,
I'm finding it hard to get motivated to read right now.,Сейчас мне трудно мотивировать себя на чтение.,J'ai du mal à me motiver à lire en ce moment.,,
I'm so glad I picked this up on a whim. It's a hidden gem.,"Я так рада, что случайно наткнулась на эту книгу. Это настоящая находка.",Je suis tellement contente de l'avoir choisi sur un coup de tête. C'est un trésor caché.,,
"The ending felt a little rushed, but the rest of the book was great.","Концовка показалась немного скомканной, но остальная часть книги замечательная.","La fin semble un peu précipitée, mais le reste du livre est génial.",,
"I'm a fan of a good dystopian novel, and this one is fantastic.","Я поклонник хороших антиутопических романов, а этот просто фантастичен.","Je suis fan d'un bon roman dystopique, et celui-ci est fantastique.",,
I'm reading a biography of my favorite author. It's so fascinating.,Я читаю биографию моего любимого автора. Это так увлекательно.,Je lis une biographie de mon auteur préféré. C'est tellement fascinant.,,
This book is making me hungry. The descriptions of food are so good.,Эта книга пробуждает во мне голод. Описания еды такие замечательные.,Ce livre me donne faim. Les descriptions des plats sont vraiment bonnes.,,
The author's use of metaphor is just breathtaking.,Использование автором метафор просто захватывает дух.,L’utilisation de la métaphore par l’auteur est tout simplement époustouflante.,,
I love how this book explores the complexities of human relationships.,"Мне нравится, как эта книга исследует сложности человеческих отношений.",J’aime la façon dont ce livre explore les complexités des relations humaines.,,
"I'm a bit confused by the non-linear timeline, but I'm intrigued.","Меня немного смущает нелинейная временная шкала, но я заинтригован.","Je suis un peu dérouté par la chronologie non linéaire, mais je suis intrigué.",,
I've been listening to the soundtrack of a movie adaptation while reading the book.,"Я слушал саундтрек к фильму, пока читал книгу.",J'écoutais la bande originale d'une adaptation cinématographique tout en lisant le livre.,,
"This book has a fantastic sense of humor, it's so dry and witty.","У этой книги фантастическое чувство юмора, она очень сухая и остроумная.","Ce livre a un sens de l'humour fantastique, il est si sec et plein d'esprit.",,
"The world-building is so intricate, I wish there was a companion guide.","Мир игры настолько сложен, что мне бы хотелось иметь сопровождающего гида.",La construction du monde est si complexe que j'aurais aimé qu'il y ait un guide d'accompagnement.,,
"I'm reading a book that was translated from another language, and the translation is beautiful.","Я читаю книгу, переведенную с другого языка, и перевод прекрасен.","Je lis un livre qui a été traduit d'une autre langue, et la traduction est magnifique.",,
I feel like I'm traveling to a different time and place when I read this book.,"Когда я читаю эту книгу, у меня такое чувство, будто я перемещаюсь в другое время и место.",J'ai l'impression de voyager dans un autre temps et un autre lieu lorsque je lis ce livre.,,
This book is the perfect comfort read for a rainy day.,Эта книга станет идеальным утешительным чтением в дождливый день.,Ce livre est la lecture réconfortante parfaite pour un jour de pluie.,,
"I'm taking notes while I read this, there's so much to unpack.","Пока читаю, делаю заметки, так много всего нужно усвоить.","Je prends des notes pendant que je lis ceci, il y a tellement de choses à déballer.",,
The characters' flaws make them feel so real and relatable.,Недостатки персонажей делают их такими реальными и понятными.,Les défauts des personnages les rendent si réels et attachants.,,
I'm reading this for a book club and I'm looking forward to the discussion.,Я читаю это для книжного клуба и с нетерпением жду обсуждения.,Je lis ceci pour un club de lecture et j'attends avec impatience la discussion.,,
The prose is simple but incredibly powerful.,"Проза простая, но невероятно сильная.",La prose est simple mais incroyablement puissante.,,
This book is a testament to the power of storytelling.,Эта книга — свидетельство силы повествования.,Ce livre témoigne du pouvoir de la narration.,,
I'm a sucker for a good mystery with a small-town setting.,"Я обожаю хорошие детективы, действие которых происходит в маленьком городке.",J'adore les bons romans policiers se déroulant dans une petite ville.,,
"The plot twist was so clever, I'm still thinking about it.","Сюжетный поворот был настолько остроумным, что я до сих пор думаю о нем.",Le rebondissement de l'intrigue était tellement intelligent que j'y pense encore.,,
I'm reading a book that has beautiful illustrations.,Я читаю книгу с прекрасными иллюстрациями.,Je lis un livre qui a de belles illustrations.,,
This book made me reconsider some of my own beliefs.,Эта книга заставила меня пересмотреть некоторые из моих убеждений.,Ce livre m’a fait reconsidérer certaines de mes propres croyances.,,
"I'm so invested in this fantasy series, I can't wait for the next book.","Я настолько увлечена этой фэнтезийной серией, что не могу дождаться выхода следующей книги.",Je suis tellement investi dans cette série fantastique que j'ai hâte de lire le prochain livre.,,
"The pacing is a little slow, but I'm enjoying the atmosphere.","Темп немного медленный, но мне нравится атмосфера.","Le rythme est un peu lent, mais j'apprécie l'ambiance.",,
"I love when a book has a good, solid ending that wraps everything up.","Мне нравится, когда у книги хороший, убедительный финал, который ставит точку в истории.",J'aime quand un livre a une bonne fin solide qui conclut tout.,,
The audiobook narrator has the perfect voice for this story.,Голос диктора аудиокниги идеально подходит для этой истории.,Le narrateur du livre audio a la voix parfaite pour cette histoire.,,
This book is a great reminder that even small stories can have a huge impact.,"Эта книга — прекрасное напоминание о том, что даже небольшие истории могут иметь огромное влияние.",Ce livre est un excellent rappel que même les petites histoires peuvent avoir un impact énorme.,,
"I'm loving the rich, detailed descriptions of food in this book.",Мне очень нравятся подробные описания еды в этой книге.,J'adore les descriptions riches et détaillées des aliments dans ce livre.,,
"I'm finding it hard to connect with the main character, but I'm still enjoying the plot.","Мне сложно проникнуться чувствами к главному герою, но сюжет мне все равно нравится.","J'ai du mal à m'identifier au personnage principal, mais j'apprécie toujours l'intrigue.",,
I've been highlighting so many beautiful quotes in this book.,Я выделил так много прекрасных цитат в этой книге.,J'ai mis en évidence de nombreuses belles citations dans ce livre.,,
I love the way this book handles themes of loss and grief.,"Мне нравится, как в этой книге поднимаются темы утраты и горя.",J’aime la façon dont ce livre aborde les thèmes de la perte et du deuil.,,
"I'm reading a book by an author who also writes screenplays, and I can tell.","Я читаю книгу автора, который также пишет сценарии, и я это вижу.","Je lis un livre d'un auteur qui écrit également des scénarios, et je peux le dire.",,
The ending left me feeling so hopeful and uplifted.,Концовка вселила в меня надежду и воодушевил меня.,La fin m’a laissé un sentiment d’espoir et d’élévation.,,
I'm a sucker for a good epistolary novel.,Я обожаю хорошие эпистолярные романы.,Je suis un grand amateur de bons romans épistolaires.,,
"I'm reading a book that's been on my TBR list for years, and it's even better than I imagined.","Я читаю книгу, которая уже много лет была в моем списке «к прочтению», и она оказалась даже лучше, чем я себе представлял.","Je suis en train de lire un livre qui est sur ma liste de livres à lire depuis des années, et il est encore meilleur que ce que j'imaginais.",,
The world-building in this book is so unique and imaginative.,Создание мира в этой книге уникально и изобретательно.,La construction du monde dans ce livre est si unique et imaginative.,,
I'm in a reading slump and I'm hoping this book will get me out of it.,"У меня сейчас кризис чтения, и я надеюсь, что эта книга вытащит меня из него.",Je suis en panne de lecture et j'espère que ce livre va m'en sortir.,,
The character arc in this novel is just perfect.,История персонажей в этом романе просто идеальна.,L'arc narratif des personnages de ce roman est tout simplement parfait.,,
I'm reading a historical fiction novel that feels incredibly well-researched.,"Я читаю исторический роман, который производит впечатление невероятно тщательного исследования.",Je suis en train de lire un roman de fiction historique qui semble incroyablement bien documenté.,,
This book made me cry tears of joy.,Эта книга заставила меня плакать слезами радости.,Ce livre m'a fait pleurer des larmes de joie.,,
I'm a fan of books that have a sense of magical realism.,"Я поклонник книг, в которых чувствуется магический реализм.",Je suis fan des livres qui ont un sens du réalisme magique.,,
I'm rereading this book for the third time and I'm still finding new things to love.,Я перечитываю эту книгу уже в третий раз и все еще нахожу в ней что-то новое.,Je relis ce livre pour la troisième fois et je trouve encore de nouvelles choses à aimer.,,
I love how the author subverts expectations and keeps me on my toes.,"Мне нравится, как автор рушит ожидания и держит меня в напряжении.",J'aime la façon dont l'auteur subvertit les attentes et me tient en haleine.,,
"The plot is a little convoluted, but I'm enjoying the ride.","Сюжет немного запутан, но мне нравится.","L'intrigue est un peu alambiquée, mais j'apprécie le voyage.",,
I'm reading a book that was recommended to me by a stranger in a coffee shop.,"Я читаю книгу, которую мне порекомендовал незнакомец в кофейне.",Je suis en train de lire un livre qui m'a été recommandé par un inconnu dans un café.,,
"The dialogue is so sharp and witty, it's a joy to read.","Диалоги настолько острые и остроумные, что читать их одно удовольствие.",Le dialogue est si vif et plein d'esprit que c'est un plaisir à lire.,,
This book is a great reminder of the power of friendship.,Эта книга — прекрасное напоминание о силе дружбы.,Ce livre est un excellent rappel du pouvoir de l’amitié.,,
I'm loving the way the author plays with language.,"Мне нравится, как автор играет с языком.",J'adore la façon dont l'auteur joue avec le langage.,,
The twist at the end completely blindsided me.,Поворот в конце меня полностью ошеломил.,Le rebondissement à la fin m'a complètement pris au dépourvu.,,
I'm a fan of a good slow-burn romance.,"Я поклонница хороших, неспешно развивающихся романтических историй.",Je suis fan d'une bonne romance à combustion lente.,,
This book is a perfect escape from reality.,Эта книга — идеальный способ уйти от реальности.,Ce livre est une évasion parfaite de la réalité.,,
The author's voice is so distinct and powerful.,Голос автора настолько отчетлив и силен.,La voix de l’auteur est si distincte et puissante.,,
"I'm reading a book that has a beautiful, atmospheric setting.","Я читаю книгу, действие которой происходит в прекрасной, атмосферной обстановке.",Je lis un livre qui a un cadre magnifique et atmosphérique.,,
"I'm having a hard time putting this book down, it's so addictive.","Мне трудно оторваться от этой книги, она настолько затягивает.","J'ai du mal à lâcher ce livre, il est tellement addictif.",,
I'm a fan of a good book with a strong female protagonist.,Я поклонница хороших книг с сильной главной героиней.,Je suis fan d’un bon livre avec une protagoniste féminine forte.,,
This book made me think about a lot of big questions.,Эта книга заставила меня задуматься над многими важными вопросами.,Ce livre m’a fait réfléchir à beaucoup de grandes questions.,,
"I'm reading a book that has beautiful, poetic prose.","Я читаю книгу, написанную прекрасной поэтической прозой.",Je lis un livre qui contient une belle prose poétique.,,
"The ending felt a little rushed, but the rest of the book was fantastic.","Концовка показалась немного скомканной, но остальная часть книги была фантастической.","La fin semble un peu précipitée, mais le reste du livre est fantastique.",,
I'm loving the way this book explores the nature of memory.,"Мне нравится, как эта книга исследует природу памяти.",J’aime la façon dont ce livre explore la nature de la mémoire.,,
This book is a great reminder that everyone has a story to tell.,"Эта книга — прекрасное напоминание о том, что у каждого есть своя история, которую можно рассказать.",Ce livre est un excellent rappel que chacun a une histoire à raconter.,,
"I'm reading a book that was a best-seller years ago, and I can see why.","Я читаю книгу, которая много лет назад стала бестселлером, и понимаю, почему.","Je suis en train de lire un livre qui a été un best-seller il y a des années, et je comprends pourquoi.",,
The characters' motivations are so complex and believable.,Мотивации персонажей настолько сложны и правдоподобны.,Les motivations des personnages sont si complexes et crédibles.,,
"I'm so glad I gave this book a chance, it's a real gem.","Я так рада, что дала этой книге шанс, это настоящая жемчужина.","Je suis tellement contente d'avoir donné une chance à ce livre, c'est un vrai bijou.",,
"I'm loving the quirky, unique premise of this book.",Мне нравится необычная и уникальная предпосылка этой книги.,J’adore le concept original et unique de ce livre.,,
The book is making me laugh out loud in public.,Эта книга заставляет меня смеяться вслух на публике.,Le livre me fait rire aux éclats en public.,,
I'm a fan of a good book with a plot that unfolds slowly.,Я поклонник хороших книг с медленно развивающимся сюжетом.,Je suis fan d'un bon livre avec une intrigue qui se déroule lentement.,,
This book feels like a warm blanket on a cold day.,Эта книга словно теплое одеяло в холодный день.,Ce livre est comme une couverture chaude par une journée froide.,,
The author's use of a limited perspective is very effective.,Использование автором ограниченной перспективы весьма эффективно.,L’utilisation par l’auteur d’une perspective limitée est très efficace.,,
"I'm reading a book that was turned into a movie, and I have to say, the book is better.","Я читаю книгу, по которой сняли фильм, и должен сказать, что книга лучше.","Je suis en train de lire un livre qui a été adapté au cinéma, et je dois dire que le livre est meilleur.",,
I'm finding it hard to get invested in the main character.,Мне трудно проникнуться характером главного героя.,J'ai du mal à m'investir dans le personnage principal.,,
"The humor in this book is so dark and dry, I love it.","Юмор в этой книге настолько мрачный и сухой, мне это нравится.","L'humour de ce livre est si sombre et sec, j'adore.",,
This book is a great reminder of the importance of self-love.,Эта книга — прекрасное напоминание о важности любви к себе.,Ce livre est un excellent rappel de l’importance de l’amour de soi.,,
"I'm reading a book that has a beautiful, lyrical quality to the writing.","Я читаю книгу, написанную прекрасно и лирично.",Je lis un livre qui a une belle qualité d’écriture lyrique.,,
"The plot is a little predictable, but I'm enjoying the execution.","Сюжет немного предсказуем, но мне нравится реализация.","L'intrigue est un peu prévisible, mais j'apprécie l'exécution.",,
I'm a sucker for a good historical fiction novel.,Я обожаю хорошие исторические романы.,Je suis un grand amateur de bons romans de fiction historique.,,
I'm reading a book that's making me question everything I thought I knew.,"Я читаю книгу, которая заставляет меня усомниться во всем, что я, как мне казалось, знал.",Je lis un livre qui me fait remettre en question tout ce que je pensais savoir.,,
The ending left me with a lot to think about.,Концовка заставила меня о многом задуматься.,La fin m’a laissé beaucoup à réfléchir.,,
I'm a fan of books that have a good sense of humor.,Я поклонник книг с хорошим чувством юмора.,Je suis fan des livres qui ont un bon sens de l'humour.,,
This book is a great reminder of the power of hope.,Эта книга — прекрасное напоминание о силе надежды.,Ce livre est un excellent rappel du pouvoir de l’espoir.,,
"I'm reading a book that has beautiful, detailed descriptions of food.","Я читаю книгу, в которой есть прекрасные и подробные описания еды.",Je lis un livre qui contient de belles descriptions détaillées de la nourriture.,,
The characters' relationships feel so genuine and authentic.,Отношения персонажей кажутся такими искренними и подлинными.,Les relations entre les personnages semblent si authentiques et sincères.,,
I'm a fan of a good book with a well-developed world.,Я поклонник хороших книг с хорошо проработанным миром.,Je suis fan d'un bon livre avec un monde bien développé.,,
This book is a great reminder of the importance of community.,Эта книга — прекрасное напоминание о важности сообщества.,Ce livre est un excellent rappel de l’importance de la communauté.,,
I'm reading a book that has a strong sense of place.,"Я читаю книгу, в которой сильно выражено чувство места.",Je lis un livre qui a un fort sentiment d’appartenance au lieu.,,
"The ending was a little anticlimactic, but the journey was great.","Концовка была немного разочаровывающей, но путешествие было замечательным.","La fin était un peu décevante, mais le voyage était génial.",,
I'm a fan of books that have a good sense of mystery.,"Я поклонник книг, в которых есть что-то таинственное.",Je suis fan des livres qui ont un bon sens du mystère.,,
This book is a perfect comfort read for a lazy weekend.,Эта книга станет идеальным чтением для ленивых выходных.,Ce livre est une lecture réconfortante parfaite pour un week-end tranquille.,,
I'm reading a book that has a beautiful message about forgiveness.,"Я читаю книгу, в которой содержится прекрасное послание о прощении.",Je lis un livre qui contient un beau message sur le pardon.,,
The author's voice is so unique and compelling.,Голос автора настолько уникален и убедителен.,La voix de l’auteur est si unique et convaincante.,,
I'm a fan of a good book with a plot that keeps me guessing.,"Я поклонник хороших книг с сюжетом, который заставляет меня гадать.",Je suis fan d’un bon livre avec une intrigue qui me tient en haleine.,,
This book is a great reminder of the power of empathy.,Эта книга — прекрасное напоминание о силе эмпатии.,Ce livre est un excellent rappel du pouvoir de l’empathie.,,
"I'm reading a book that has a beautiful, poetic quality to the writing.","Я читаю книгу, написанную прекрасно и поэтично.",Je lis un livre qui a une belle qualité poétique dans l’écriture.,,
The characters' flaws make them feel so real.,Недостатки персонажей делают их такими реальными.,Les défauts des personnages les rendent si réels.,,
I'm a fan of books that have a good sense of adventure.,"Я поклонник книг, в которых есть что-то приключенческое.",Je suis fan des livres qui ont un bon sens de l’aventure.,,
This book is a great reminder of the importance of kindness.,Эта книга — прекрасное напоминание о важности доброты.,Ce livre est un excellent rappel de l’importance de la gentillesse.,,
"I'm reading a book that has beautiful, vivid descriptions of nature.","Я читаю книгу, в которой даны прекрасные и яркие описания природы.",Je lis un livre qui contient de belles et vivantes descriptions de la nature.,,
"The ending felt a little open-ended, but I like it.","Концовка показалась немного открытой, но мне она понравилась.","La fin semble un peu ouverte, mais je l'aime bien.",,
I'm a fan of a good book with a plot that's full of twists and turns.,"Я поклонник хороших книг с сюжетом, полным неожиданных поворотов.",Je suis fan d'un bon livre avec une intrigue pleine de rebondissements.,,
This book is a great reminder of the power of resilience.,Эта книга — прекрасное напоминание о силе стойкости.,Ce livre est un excellent rappel du pouvoir de la résilience.,,
I'm reading a book that has a strong sense of humor.,Я читаю книгу с сильным чувством юмора.,Je lis un livre qui a un fort sens de l'humour.,,
The characters' relationships feel so genuine.,Отношения персонажей кажутся такими искренними.,Les relations entre les personnages semblent si authentiques.,,
I'm a fan of a good book with a plot that's full of surprises.,"Я поклонник хороших книг с сюжетом, полным сюрпризов.",Je suis fan d'un bon livre avec une intrigue pleine de surprises.,,
This book is a great reminder of the importance of hope.,Эта книга — прекрасное напоминание о важности надежды.,Ce livre est un excellent rappel de l’importance de l’espoir.,,
I just finished this book in one sitting. What a ride!,Я только что прочитала эту книгу за один присест. Какая поездка!,Je viens de terminer ce livre d'une traite. Quelle aventure !,,
I'm a bit bored with the first few chapters. Should I keep going?,Мне немного скучно от первых глав. Стоит ли продолжать?,Je m'ennuie un peu avec les premiers chapitres. Dois-je continuer ?,,
The pacing of this book is perfect. It never drags.,Темп повествования в этой книге идеален. Она нисколько не затянута.,Le rythme de ce livre est parfait. Il ne s'éternise jamais.,,
I'm reading a book that has a very strong sense of place.,"Я читаю книгу, в которой очень сильно выражено чувство места.",Je lis un livre qui a un sens du lieu très fort.,,
I love finding little notes or a name written on the inside cover of a used book.,"Мне нравится находить маленькие записки или имена, написанные на внутренней стороне обложки подержанной книги.",J'adore trouver de petits mots ou un nom écrit sur la couverture intérieure d'un livre d'occasion.,,
I just finished this book in one sitting. What a ride!,Я только что прочитала эту книгу за один присест. Какая поездка!,Je viens de terminer ce livre d'une traite. Quelle aventure !,,
The world-building in this series is absolutely incredible.,Создание мира в этой серии абсолютно невероятно.,La construction du monde dans cette série est absolument incroyable.,,
I'm having a hard time getting into this one. Does it get better?,Мне сложно в это вникнуть. Будет ли лучше?,J'ai du mal à m'y mettre. Ça va s'améliorer ?,,
Just bought a new book and the cover art is stunning.,Только что купил новую книгу. Обложка потрясающая.,Je viens d'acheter un nouveau livre et la couverture est magnifique.,,
I think I've read this author's other books but this one is my favorite so far.,"Думаю, я читал и другие книги этого автора, но эта — моя любимая на данный момент.","Je pense avoir lu d'autres livres de cet auteur, mais celui-ci est mon préféré jusqu'à présent.",,
The ending left me completely speechless. I need to talk to someone about it.,Концовка меня совершенно лишила дара речи. Мне нужно с кем-нибудь об этом поговорить.,La fin m'a laissé sans voix. J'ai besoin d'en parler à quelqu'un.,,
I'm rereading this classic for the third time and I'm still finding new things to appreciate.,"Я перечитываю эту классику уже в третий раз и все еще нахожу в ней что-то новое, что можно оценить.",Je relis ce classique pour la troisième fois et je trouve encore de nouvelles choses à apprécier.,,
I love how the author wove historical facts into this fictional story.,"Мне нравится, как автор вплел исторические факты в эту вымышленную историю.",J’aime la façon dont l’auteur a tissé des faits historiques dans cette histoire fictive.,,
This book feels like a warm hug. It's exactly what I needed.,"Эта книга словно тёплые объятия. Именно то, что мне было нужно.",Ce livre est comme une étreinte chaleureuse. C'est exactement ce dont j'avais besoin.,,
"I couldn't connect with any of the characters, unfortunately.","К сожалению, мне не удалось найти общий язык ни с одним персонажем.",Je n'ai malheureusement pas réussi à m'identifier à aucun des personnages.,,
"The prose is so beautiful and poetic, it's a pleasure to read.","Проза настолько прекрасна и поэтична, что читать ее одно удовольствие.","La prose est si belle et poétique, c'est un plaisir à lire.",,
Why did I wait so long to read this? It's a masterpiece.,"Почему я так долго ждал, чтобы прочитать это? Это шедевр.",Pourquoi ai-je attendu si longtemps pour lire ça ? C'est un chef-d'œuvre.,,
I'm taking a break from heavy fiction and reading some light-hearted non-fiction.,Я делаю перерыв в чтении тяжелой художественной литературы и читаю что-нибудь легкое и познавательное.,Je fais une pause dans la fiction lourde et je lis des ouvrages de non-fiction légers.,,
This book has a plot twist that I did NOT see coming.,"В этой книге есть поворот сюжета, которого я НЕ ожидал.",Ce livre a un rebondissement que je n'ai PAS vu venir.,,
"I'm a sucker for a good fantasy epic, and this one delivers.","Я обожаю хорошее фэнтезийное эпическое произведение, и это произведение мне очень подходит.","Je suis un fan des bonnes épopées fantastiques, et celle-ci est à la hauteur.",,
The dialogue in this book is so witty and sharp.,Диалоги в этой книге очень остроумные и острые.,Les dialogues de ce livre sont si spirituels et percutants.,,
I'm a bit overwhelmed by the number of characters. I need a character list!,Я немного ошеломлён количеством персонажей. Мне нужен список персонажей!,Je suis un peu dépassé par le nombre de personnages. J'ai besoin d'une liste de personnages !,,
I love when a book makes me think about it long after I've finished.,"Мне нравится, когда книга заставляет меня думать о ней еще долго после того, как я ее дочитал.",J'aime quand un livre me fait réfléchir longtemps après l'avoir terminé.,,
This book made me cry. A lot.,Эта книга заставила меня плакать. Очень сильно.,Ce livre m'a fait pleurer. Beaucoup.,,
"I'm halfway through and I have no idea where it's going, but I'm loving the journey.","Я уже на полпути и понятия не имею, куда всё ведёт, но мне нравится это путешествие.","J'en suis à la moitié et je n'ai aucune idée de l'endroit où cela va, mais j'adore le voyage.",,
"The pacing feels a little slow, but I'm trusting the author.","Темп повествования немного замедлен, но я доверяю автору.","Le rythme semble un peu lent, mais je fais confiance à l'auteur.",,
I'm starting a new book club and this is our first pick!,"Я открываю новый книжный клуб, и это наш первый выбор!",Je commence un nouveau club de lecture et c'est notre premier choix !,,
"I've been in a reading slump, but this book finally pulled me out of it.","У меня был читательский кризис, но эта книга наконец-то вытащила меня из него.","J'étais dans une période de manque de lecture, mais ce livre m'en a finalement sorti.",,
I wish I could read this book for the first time again.,Мне бы хотелось снова прочитать эту книгу в первый раз.,J’aimerais pouvoir relire ce livre pour la première fois.,,
The footnotes in this book are actually more interesting than the main story.,Сноски в этой книге на самом деле интереснее основного текста.,Les notes de bas de page de ce livre sont en fait plus intéressantes que l’histoire principale.,,
I love how this book subverts common tropes.,"Мне нравится, как эта книга рушит общепринятые стереотипы.",J’aime la façon dont ce livre subvertit les clichés courants.,,
"This is the first book I've read by this author, but it won't be the last.","Это первая книга этого автора, которую я прочитал, но далеко не последняя.","C'est le premier livre que je lis de cet auteur, mais ce ne sera pas le dernier.",,
I just spent a whole afternoon in a bookstore and it was glorious.,"Я только что провел целый день в книжном магазине, и это было чудесно.",Je viens de passer un après-midi entier dans une librairie et c'était magnifique.,,
I'm trying to read more books from different cultures and perspectives.,Я стараюсь читать больше книг о разных культурах и точках зрения.,J'essaie de lire davantage de livres issus de cultures et de perspectives différentes.,,
The audiobook narrator is doing an amazing job bringing the characters to life.,"Диктор аудиокниги проделывает потрясающую работу, оживляя персонажей.",Le narrateur du livre audio fait un travail incroyable en donnant vie aux personnages.,,
I'm so invested in this series. I need to know what happens next!,"Я так увлечена этим сериалом. Мне нужно знать, что будет дальше!",Je suis tellement investi dans cette série. J'ai besoin de savoir ce qui va se passer ensuite !,,
I'm a bit disappointed with the direction the story took in the second half.,"Я немного разочарован направлением, которое приняла история во второй половине.",Je suis un peu déçu de la direction que l'histoire a prise dans la seconde moitié.,,
I love the smell of old books.,Я люблю запах старых книг.,J'adore l'odeur des vieux livres.,,
This book has a very unique premise. I've never read anything like it.,У этой книги совершенно уникальная идея. Я никогда не читал ничего подобного.,Ce livre a une intrigue vraiment unique. Je n'ai jamais rien lu de tel.,,
The character development in this novel is top-notch.,Развитие персонажей в этом романе первоклассное.,Le développement des personnages dans ce roman est de premier ordre.,,
I'm reading this for a school assignment and I'm genuinely enjoying it.,Я читаю это по школьному заданию и мне это действительно нравится.,Je lis ceci pour un devoir scolaire et je l'apprécie vraiment.,,
This book feels like a conversation with a good friend.,Эта книга похожа на беседу с хорошим другом.,Ce livre ressemble à une conversation avec un bon ami.,,
I'm trying to read more classics this year. Any recommendations?,В этом году я стараюсь читать больше классики. Есть какие-нибудь рекомендации?,J'essaie de lire plus de classiques cette année. Des recommandations ?,,
"The imagery the author creates is so vivid, I can almost see it.","Образы, созданные автором, настолько яркие, что я почти могу их увидеть.",L’imagerie créée par l’auteur est si vivante que je peux presque la voir.,,
I'm a sucker for a good book recommendation from a friend.,Я обожаю получать рекомендации хороших книг от друзей.,J'adore recevoir une bonne recommandation de livre de la part d'un ami.,,
I'm reading a book about books. How meta!,Я читаю книгу о книгах. Как мета!,Je lis un livre sur les livres. C'est méta !,,
"I've been carrying this book with me everywhere, just in case I have a few minutes to read.","Я ношу эту книгу с собой везде, на всякий случай, если у меня появится несколько минут для чтения.","J'ai toujours emporté ce livre avec moi, au cas où j'aurais quelques minutes pour le lire.",,
The author's voice is so distinct and compelling.,Голос автора настолько отчетлив и убедителен.,La voix de l’auteur est si distincte et convaincante.,,
I'm a bit bored with the main character. I wish we could follow a side character instead.,"Мне немного скучно с главным героем. Хотелось бы, чтобы мы могли следить за второстепенным персонажем.",Je m'ennuie un peu avec le personnage principal. J'aimerais qu'on puisse suivre un personnage secondaire à la place.,,
"This book is a slow burn, but it's totally worth it.","Эта книга читается медленно, но она того стоит.","Ce livre est lent à lire, mais il en vaut vraiment la peine.",,
The research that must have gone into writing this is impressive.,"Исследования, проделанные при написании этой статьи, впечатляют.",Les recherches qui ont dû être effectuées pour écrire ceci sont impressionnantes.,,
I love when a book teaches me something new.,"Мне нравится, когда книга учит меня чему-то новому.",J’aime quand un livre m’apprend quelque chose de nouveau.,,
The humor in this book is right up my alley.,Юмор в этой книге мне очень по душе.,L’humour de ce livre me convient parfaitement.,,
I'm starting a reading journal to keep track of all the books I'm reading.,"Я начинаю вести читательский дневник, чтобы отслеживать все прочитанные мной книги.",Je commence un journal de lecture pour garder une trace de tous les livres que je lis.,,
I'm finding it hard to get motivated to read right now.,Сейчас мне трудно мотивировать себя на чтение.,J'ai du mal à me motiver à lire en ce moment.,,
I'm so glad I picked this up on a whim. It's a hidden gem.,"Я так рада, что случайно наткнулась на эту книгу. Это настоящая находка.",Je suis tellement contente de l'avoir choisi sur un coup de tête. C'est un trésor caché.,,
"The ending felt a little rushed, but the rest of the book was great.","Концовка показалась немного скомканной, но остальная часть книги замечательная.","La fin semble un peu précipitée, mais le reste du livre est génial.",,
"I'm a fan of a good dystopian novel, and this one is fantastic.","Я поклонник хороших антиутопических романов, а этот просто фантастичен.","Je suis fan d'un bon roman dystopique, et celui-ci est fantastique.",,
I'm reading a biography of my favorite author. It's so fascinating.,Я читаю биографию моего любимого автора. Это так увлекательно.,Je lis une biographie de mon auteur préféré. C'est tellement fascinant.,,
This book is making me hungry. The descriptions of food are so good.,Эта книга пробуждает во мне голод. Описания еды такие замечательные.,Ce livre me donne faim. Les descriptions des plats sont vraiment bonnes.,,
The author's use of metaphor is just breathtaking.,Использование автором метафор просто захватывает дух.,L’utilisation de la métaphore par l’auteur est tout simplement époustouflante.,,
I love how this book explores the complexities of human relationships.,"Мне нравится, как эта книга исследует сложности человеческих отношений.",J’aime la façon dont ce livre explore les complexités des relations humaines.,,
"I'm a bit confused by the non-linear timeline, but I'm intrigued.","Меня немного смущает нелинейная временная шкала, но я заинтригован.","Je suis un peu dérouté par la chronologie non linéaire, mais je suis intrigué.",,
I've been listening to the soundtrack of a movie adaptation while reading the book.,"Я слушал саундтрек к фильму, пока читал книгу.",J'écoutais la bande originale d'une adaptation cinématographique tout en lisant le livre.,,
"This book has a fantastic sense of humor, it's so dry and witty.","У этой книги фантастическое чувство юмора, она очень сухая и остроумная.","Ce livre a un sens de l'humour fantastique, il est si sec et plein d'esprit.",,
"The world-building is so intricate, I wish there was a companion guide.","Мир игры настолько сложен, что мне бы хотелось иметь сопровождающего гида.",La construction du monde est si complexe que j'aurais aimé qu'il y ait un guide d'accompagnement.,,
"I'm reading a book that was translated from another language, and the translation is beautiful.","Я читаю книгу, переведенную с другого языка, и перевод прекрасен.","Je lis un livre qui a été traduit d'une autre langue, et la traduction est magnifique.",,
I feel like I'm traveling to a different time and place when I read this book.,"Когда я читаю эту книгу, у меня такое чувство, будто я перемещаюсь в другое время и место.",J'ai l'impression de voyager dans un autre temps et un autre lieu lorsque je lis ce livre.,,
